COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,QR_PRO,SEL,SEL_IHE,UNIV_PROG
SB11201320309335,F,Postgraduate education,Complete technique or technology,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,74,87,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201320309370,F,Complete professional education,Complete professional education,Technical or professional level employee,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,67,98,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320309372,F,Complete professional education,Complete professional education,Technical or professional level employee,Independent professional,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,61,90,4,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201320309376,F,Complete Secundary,Complete Secundary,Operator,Other occupation,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,63,84,3,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320309415,M,Ninguno,Complete Secundary,Other occupation,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,64,92,2,3,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C._INDUSTRIAL ENGINEERING"
SB11201320309526,F,Complete professional education,Complete Secundary,Executive,Independent,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,64,65,3,2,UNIVERSIDAD DE IBAGUE-IBAGUE_INDUSTRIAL ENGINEERING
SB11201320309542,F,Postgraduate education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,97,99,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320309597,F,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,86,95,4,2,UNIVERSIDAD DE CARTAGENA-CARTAGENA_CIVIL ENGINEERING
SB11201320309778,M,Postgraduate education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 2,Level 2,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,46,51,4,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_CIVIL ENGINEERING
SB11201320309780,M,Complete primary ,Incomplete technical or technological,Independent,Technical or professional level employee,Stratum 2,Level 2,Nueve,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,50,51,3,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320309862,F,Complete professional education,Complete professional education,Entrepreneur ,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,67,97,2,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201320309875,F,Complete technique or technology,Complete Secundary,Independent,Operator,Stratum 3,Level 1,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,53,86,2,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201320310040,M,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 2,Level 1,Four,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,74,73,4,2,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO_ELECTRONIC ENGINEERING
SB11201320310118,M,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,PRIVATE,ACADEMIC,49,90,2,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_CIVIL ENGINEERING
SB11201320310123,M,Complete professional education,Incomplete technical or technological,Small entrepreneur ,Executive,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,68,82,4,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201320310169,M,Incomplete primary ,Incomplete primary ,Entrepreneur ,Entrepreneur ,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,77,95,2,3,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C._INDUSTRIAL ENGINEERING"
SB11201320310195,F,Complete professional education,Complete professional education,Entrepreneur ,Independent professional,Stratum 6,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,68,94,4,4,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320310504,F,Complete Secundary,Complete primary ,Independent,Operator,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,53,61,4,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201320310511,M,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,82,100,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_ELECTRIC ENGINEERING
SB11201320310518,F,Complete professional education,Complete professional education,Technical or professional level employee,Technical or professional level employee,Stratum 1,Level 1,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,"Yes, 20 hours or more per week",PRIVATE,ACADEMIC,60,76,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_CIVIL ENGINEERING
SB11201320310522,M,Complete professional education,Complete professional education,Other occupation,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,67,97,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201320310529,F,Complete technique or technology,Complete professional education,Operator,Home,Stratum 2,Level 2,Four,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,53,77,3,2,UNIVERSIDAD MANUELA BELTRAN-UMB--BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320310530,F,Complete professional education,Not sure,Independent professional,Home,Stratum 2,It is not classified by the SISBEN,Four,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,73,97,3,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320310595,M,Complete professional education,Complete Secundary,Technical or professional level employee,Independent professional,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,55,69,3,2,UNIVERSIDAD LA GRAN COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320310604,F,Complete primary ,Incomplete primary ,Independent,Home,Stratum 2,Level 2,Nueve,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,72,99,1,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN_CONTROL ENGINEERING
SB11201320310611,M,Complete Secundary,Complete Secundary,Other occupation,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,60,49,2,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_INDUSTRIAL ENGINEERING
SB11201320310668,M,Complete Secundary,Complete Secundary,Other occupation,Home,Stratum 1,Level 1,Four,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL,50,13,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201320310724,F,Complete Secundary,Complete technique or technology,Independent,Other occupation,Stratum 1,Level 1,Four,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,43,36,1,2,CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320310743,M,Incomplete Secundary,Incomplete Secundary,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,63,42,2,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201320310766,F,Complete Secundary,Complete technique or technology,Independent,Independent,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,56,90,2,2,UNIVERSIDAD LIBRE-CUCUTA_INDUSTRIAL ENGINEERING
SB11201320310781,M,Complete professional education,Complete Secundary,Other occupation,Home,Stratum 4,Level 3,Five,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,less than 1 LMMW,No,PRIVATE,ACADEMIC,45,82,2,2,UNIVERSIDAD LIBRE-CUCUTA_INDUSTRIAL ENGINEERING
SB11201320310835,M,Incomplete Secundary,Complete technique or technology,Executive,Auxiliary or Administrative,Stratum 1,Level 1,Five,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,54,81,3,2,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320310979,F,Ninguno,Complete Secundary,Independent,Home,Stratum 1,Level 1,Six,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,53,12,1,1,UNIVERSIDAD DE PAMPLONA-PAMPLONA_INDUSTRIAL ENGINEERING
SB11201320311028,F,Incomplete Secundary,Incomplete Secundary,Independent,Operator,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,77,88,2,2,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C._INDUSTRIAL ENGINEERING"
SB11201320311252,M,Complete technique or technology,Complete Secundary,Executive,Home,Stratum 2,Level 1,Seven,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,"Yes, less than 20 hours per week",PUBLIC,ACADEMIC,52,82,2,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_ELECTRONIC ENGINEERING
SB11201320311336,M,Complete Secundary,Complete Secundary,Independent,Other occupation,Stratum 1,Level 1,Five,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,54,83,2,2,UNIVERSIDAD CATOLICA DE COLOMBIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320311494,M,Complete professional education,Complete Secundary,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,81,97,3,4,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201320311524,F,Not sure,Complete professional education,Other occupation,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,65,91,2,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201320311583,F,Not sure,Complete technique or technology,Other occupation,Home,Stratum 2,Level 1,Five,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,49,32,2,2,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA_INDUSTRIAL ENGINEERING"
SB11201320311619,F,Not sure,Complete Secundary,Small entrepreneur ,Independent,Stratum 2,Level 2,Two,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,48,64,1,2,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA_INDUSTRIAL ENGINEERING"
SB11201320311627,M,Complete Secundary,Incomplete primary ,Technical or professional level employee,Home,Stratum 4,Level 1,Six,No,Yes,Yes,No,Yes,No,No,No,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,58,49,1,2,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO-CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320311943,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,67,96,4,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES_CHEMICAL ENGINEERING
SB11201320311946,F,Postgraduate education,Complete Secundary,Technical or professional level employee,Home,Stratum 2,Level 2,Three,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,60,94,2,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201320312065,F,Incomplete Secundary,Incomplete Secundary,Operator,Home,Stratum 1,Level 1,Four,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,55,34,2,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320312187,M,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,70,82,4,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320312371,M,Complete primary ,Incomplete Secundary,Operator,Home,Stratum 1,Level 1,Three,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,67,93,1,1,UNIVERSIDAD DE PAMPLONA-PAMPLONA_MECHANICAL ENGINEERING
SB11201320312441,F,Complete Secundary,Complete Secundary,Operator,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Three,No,Yes,No,No,No,No,Yes,No,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,47,29,2,2,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA_ELECTRONIC ENGINEERING"
SB11201320312566,M,Complete Secundary,Postgraduate education,Retired,Retired,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Between 7 and less than 10 LMMW,No,PUBLIC,ACADEMIC,52,46,3,3,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN_INDUSTRIAL ENGINEERING
SB11201320312767,F,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,55,67,3,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201320312919,F,Complete professional education,Complete professional education,Auxiliary or Administrative,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,50,90,4,4,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C._CHEMICAL ENGINEERING
SB11201320313066,M,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,PRIVATE,ACADEMIC,87,92,4,4,UNIVERSIDAD DE LA SABANA-CHIA_INDUSTRIAL ENGINEERING
SB11201320313111,F,Incomplete technical or technological,Incomplete Secundary,Independent,Home,Stratum 3,Level 3,Seven,No,No,Yes,No,No,No,Yes,No,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,57,89,1,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201320313225,M,Complete Secundary,Complete Secundary,Independent professional,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,49,30,2,2,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320313638,M,Complete Secundary,Complete Secundary,Auxiliary or Administrative,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,55,94,2,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_CIVIL ENGINEERING
SB11201320313690,F,Incomplete technical or technological,Complete technique or technology,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,53,75,3,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_INDUSTRIAL ENGINEERING
SB11201320313702,M,Complete technique or technology,Complete Secundary,Operator,Home,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,73,97,2,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_CIVIL ENGINEERING
SB11201320313732,F,Complete primary ,Incomplete Secundary,Independent,Home,Stratum 2,Level 2,Six,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,45,57,1,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_CIVIL ENGINEERING
SB11201320313756,F,Incomplete Professional Education,Complete professional education,Small entrepreneur ,Independent professional,Stratum 4,It is not classified by the SISBEN,Four,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,54,44,4,2,UNIVERSIDAD SANTO TOMAS-TUNJA_CIVIL ENGINEERING
SB11201320313761,M,Complete professional education,Complete professional education,Executive,Independent,Stratum 4,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,76,99,3,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320314085,F,Incomplete primary ,Complete Secundary,Operator,Operator,Stratum 2,Level 1,Four,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,50,77,1,2,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201320314218,M,Postgraduate education,Complete technique or technology,Executive,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,57,76,4,2,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO_ELECTRONIC ENGINEERING
SB11201320314222,M,Postgraduate education,Postgraduate education,Independent professional,Other occupation,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,62,78,4,2,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI-PASTO_ELECTRONIC ENGINEERING
SB11201320314230,M,Complete professional education,Complete professional education,Independent professional,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,58,94,4,2,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C._AERONAUTICAL ENGINEERING
SB11201320314330,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Three,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,45,34,2,2,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA_INDUSTRIAL ENGINEERING
SB11201320314341,M,Complete Secundary,Complete professional education,Other occupation,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,TECHNICAL/ACADEMIC,65,73,2,2,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C._ELECTRIC ENGINEERING"
SB11201320314365,M,Complete professional education,Complete professional education,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,58,92,2,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201320314381,M,Complete professional education,Complete professional education,Executive,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,82,100,4,3,UNIVERSIDAD DE MEDELLIN-MEDELLIN_CIVIL ENGINEERING
SB11201320314471,M,Complete Secundary,Incomplete Secundary,Auxiliary or Administrative,Home,Stratum 3,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,54,73,2,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_CIVIL ENGINEERING
SB11201320314688,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 1,Level 1,Five,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,55,22,2,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201320314712,M,Complete Secundary,Complete Secundary,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Four,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,61,80,4,2,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201320314716,F,Complete primary ,Complete primary ,Independent,Independent,Stratum 1,Level 1,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,49,8,1,2,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA_INDUSTRIAL ENGINEERING"
SB11201320314762,F,Complete primary ,Complete primary ,Independent,Independent,Stratum 4,Level 2,Five,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,40,31,2,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
